Year,Miles_Equator,Political Stability,School Enrollment Female,Life expency,GDP_Per_Capita,No_religion,Roman_Catholic,Protestant,Orthodox,Jew,Muslim,Hindu,Buddhist,Other Christian,Other,DK,NA,,,
Romania,2012,3170.078109,0.082341559,97.6118393,74.4121951,21605.83562,1.4,3.3,2.9,85.7,0.1,0.2,0,0.1,5.3,0.8,0,0.3,,
Rwanda,2012,-133.879182,-0.230615199,36.2770882,65.438,1804.62951,11.2,55.7,19.8,1.8,0.1,5.2,0.1,0,0,6.1,0,0,,
Slovenia,2012,3184.435629,0.935110688,98.4224625,80.1243902,31628.24718,29.2,65,0,1.7,0,1.7,0.1,0.1,1.2,0.4,0.2,0.5,,
South Africa,2012,-2108.604258,-0.0253867,98.8816223,60.06,13701.94539,16.2,14.6,12.8,0.3,0.2,1.4,1.6,0.4,2.3,39.7,10.6,0,,
Spain,2012,2791.993023,-0.029516449,121.802269,82.4268293,34903.12748,23.4,72.3,0.9,0.2,0,0.2,0.1,0.2,0,1.6,0.2,0.9,,
Sweden,2012,4148.843109,1.170597196,96.4696503,81.704878,49103.13343,33.6,1.3,0,0.8,0.1,2.4,0.2,0.1,0,60.5,0.5,0.5,,
Thailand,2012,1095.032208,-1.216630697,88.1180725,74.992,15822.37099,0.4,0.6,0,0,0.1,2.2,0.1,96.1,0,0.3,0,0.2,,
Tunisia,2012,2338.197273,-0.721316934,95.2787476,75.376,10825.1015,0,0,0,0,0,100,0,0,0,0,0,0,,
Ukraine,2012,3338.180877,-0.092274904,92.0881882,70.9441463,10164.32715,14.9,6.2,1.8,75,0.4,0.6,0.2,0.3,0.1,0.4,0,0,,
Uzbekistan,2012,2855.046879,-0.518739343,89.8812714,70.155,6680.184701,0.6,0.1,0.3,3,0.1,95.1,0.2,0.1,0,0,0,0.7,,
Argentina,2013,-2650.710693,0.065314263,107.977142,75.756,20307.87005,16.9,69.6,1.2,0.4,0.3,0.2,0.2,0.5,0,9.7,0,0.9,,
Belarus,2013,3705.976683,0.005959166,105.230331,72.4707317,17785.9432,13.5,10.5,2,72.9,0.2,0.3,0,0,0,0.1,0.6,0,,
Chile,2013,-2461.585143,0.36374253,91.0845871,79.349,23330.77111,23.1,63.8,11.2,0,0.1,0,0.1,0,0,0,1.2,0.5,,
Colombia,2013,315.389892,-1.291971803,99.6059875,76.105,13812.09606,21.4,61.3,0.1,0,0,0.1,0,0.1,15.7,0.9,0,0.3,,
Cyprus,2013,2423.722497,0.563347161,96.1862869,79.999,35719.15234,6.6,0.7,0.1,67.5,0,24.6,0,0,0,0.5,0,0,,
Ecuador,2013,-126.355491,-0.178656712,102.113571,75.707,11034.26918,23.5,62.6,0,0,0,0,0,0,11.4,2.4,0,0.1,,
Estonia,2013,4043.073768,0.748215437,107.134857,77.1414634,31312.7523,64.3,2,7.6,23,0,0.2,0,0.1,0,1.2,1.1,0.4,,
Germany,2013,3530.432679,0.92798388,99.3399811,80.4902439,50579.68393,30.7,26.6,0,1.7,0.1,5.6,0.2,0.2,32.6,1,0.1,1.1,,
Hong Kong,2013,1545.353532,0.922868311,107.412308,83.8317073,57225.09,68.5,3.1,0,0,0,0.1,0.1,11.3,15.7,1.1,0,0.1,,
India,2013,1420.964196,-1.229174137,67.6368637,67.931,5839.864817,0.4,0,0,0,0,11,81.9,0.6,1.6,4.5,0,0,,
Kazakhstan,2013,3313.350537,-0.402473897,102.70826,70.62,23818.82483,21,1,0.6,26.7,0.1,50.3,0.1,0.1,0,0.1,0,0,,
Jordan,2013,2110.376316,-0.606315255,75.2171173,73.851,9445.916863,0,1.4,0.4,1.2,0,96.9,0,0,0,0,0,0.1,,
Korea,2013,2477.635233,0.278578639,97.4740829,81.2707317,39575.45428,41.3,15.7,21,0.1,0.1,0.1,0,20.6,0,0.5,0,0.7,,
Malaysia,2013,290.523396,0.051791593,83.4506912,75.072,25546.12952,1.5,0,0,0,0,63.1,7.6,16.9,7.3,3.6,0,0,,
Mexico,2013,1630.780569,-0.714223802,93.6471634,74.93,19323.66587,17.9,69.5,0,0,0,0,0,0,9.3,2.9,0.1,0.1,,
Morocco,2013,2193.627438,-0.493017614,64.1466675,75.227,7113.004395,0,0.2,0.1,0,0.3,99.2,0.1,0,0,0.1,0,0,,
Netherlands,2013,3597.151677,1.143815398,127.854347,81.304878,52288.41508,63.6,17.6,0,0,0.1,2.1,0.3,0.3,0,15.5,0,0.6,,
New Zealand,2013,-2822.138433,1.453926563,120.652206,81.4073171,39933.57444,32.3,12.7,0,0.4,0.4,16.3,1.1,0,24.5,9.9,0,2.5,,
Nigeria,2013,626.657931,-2.088478327,44.9511108,52.228,5234.679127,8.9,19.1,24.5,2.1,1.7,43,0.1,0,0,0.6,0,0,,
Pakistan,2013,2095.897149,-2.603302002,29.4289207,66.117,4963.526707,0,0,0,0,0,1.6,0.2,0,0.1,97.9,0,0.1,,
Peru,2013,-634.107723,-0.80573976,91.9220276,75.258,12013.37739,10.1,73.4,10.1,0,0,0.1,0.2,0,0.4,4.3,0.2,1.3,,
Poland,2013,3582.441222,0.973354995,95.7179031,77,28322.10698,4.7,92.3,0.2,0.8,0,0,0,0,0,0,0.6,1.4,,
Romania,2013,3170.078109,0.179133072,97.0135193,75.0634146,24271.47002,1.4,3.3,2.9,85.7,0.1,0.2,0,0.1,5.3,0.8,0,0.3,,
Rwanda,2013,-133.879182,-0.110951617,39.6838188,66.219,1882.457397,11.2,55.7,19.8,1.8,0.1,5.2,0.1,0,0,6.1,0,0,,
Slovenia,2013,3184.435629,0.88225168,98.2588882,80.3219512,33936.04406,29.2,65,0,1.7,0,1.7,0.1,0.1,1.2,0.4,0.2,0.5,,
South Africa,2013,-2108.604258,-0.046294536,101.680328,61.099,13748.46142,16.2,14.6,12.8,0.3,0.2,1.4,1.6,0.4,2.3,39.7,10.6,0,,
Spain,2013,2791.993023,0.012017759,123.335991,83.0780488,37286.21343,23.4,72.3,0.9,0.2,0,0.2,0.1,0.2,0,1.6,0.2,0.9,,
Sweden,2013,4148.843109,1.127778053,97.4756317,81.9560976,50430.25282,33.6,1.3,0,0.8,0.1,2.4,0.2,0.1,0,60.5,0.5,0.5,,
Thailand,2013,1095.032208,-1.311682701,86.756012,75.378,16616.195,0.4,0.6,0,0,0.1,2.2,0.1,96.1,0,0.3,0,0.2,,
Ukraine,2013,3338.180877,-0.77728498,95.3786087,71.1595122,11148.19629,14.9,6.2,1.8,75,0.4,0.6,0.2,0.3,0.1,0.4,0,0,,
Uzbekistan,2013,2855.046879,-0.53607899,91.7640076,70.41,6796.904892,0.6,0.1,0.3,3,0.1,95.1,0.2,0.1,0,0,0,0.7,,
Argentina,2014,-2650.710693,-0.005121871,108.980232,75.913,23597.11775,16.9,69.6,1.2,0.4,0.3,0.2,0.2,0.5,0,9.7,0,0.9,,
Armenia,2014,2764.767831,-0.2971358,87.6699295,74.273,12115.13929,6.5,0.1,0,90,0.1,0.1,0,0.1,0,2.7,0.3,0,,
Belarus,2014,3705.976683,0.179782152,104.059799,72.9707317,18356.10077,13.5,10.5,2,72.9,0.2,0.3,0,0,0,0.1,0.6,0,,
Chile,2014,-2461.585143,0.447516918,100.07972,79.504,24411.54477,23.1,63.8,11.2,0,0.1,0,0.1,0,0,0,1.2,0.5,,
Colombia,2014,315.389892,-1.114594102,100.044167,76.322,14171.3205,21.4,61.3,0.1,0,0,0.1,0,0.1,15.7,0.9,0,0.3,,
Cyprus,2014,2423.722497,0.551882088,98.5265274,80.178,38287.96875,6.6,0.7,0.1,67.5,0,24.6,0,0,0,0.5,0,0,,
Ecuador,2014,-126.355491,-0.018533209,104.440742,75.923,11617.91222,23.5,62.6,0,0,0,0,0,0,11.4,2.4,0,0.1,,
Estonia,2014,4043.073768,0.780257881,107.617371,77.0341463,33821.93291,64.3,2,7.6,23,0,0.2,0,0.1,0,1.2,1.1,0.4,,
Germany,2014,3530.432679,0.925186455,98.3072205,81.0902439,53071.45557,30.7,26.6,0,1.7,0.1,5.6,0.2,0.2,32.6,1,0.1,1.1,,
Hong Kong,2014,1545.353532,1.153228521,100.771713,83.9804878,59842.213,68.5,3.1,0,0,0,0.1,0.1,11.3,15.7,1.1,0,0.1,,
India,2014,1420.964196,-0.99791199,69.4817734,68.286,6182.922109,0.4,0,0,0,0,11,81.9,0.6,1.6,4.5,0,0,,
Kazakhstan,2014,3313.350537,0.036018156,103.877441,71.44,24862.96612,21,1,0.6,26.7,0.1,50.3,0.1,0.1,0,0.1,0,0,,
Jordan,2014,2110.376316,-0.540025532,71.8535309,73.969,10003.57498,0,1.4,0.4,1.2,0,96.9,0,0,0,0,0,0.1,,
Korea,2014,2477.635233,0.108568802,99.0962524,81.7219512,40957.41806,41.3,15.7,21,0.1,0.1,0.1,0,20.6,0,0.5,0,0.7,,
Malaysia,2014,290.523396,0.266619146,84.4300232,75.268,26661.50742,1.5,0,0,0,0,63.1,7.6,16.9,7.3,3.6,0,0,,
Mexico,2014,1630.780569,-0.853918791,95.947052,74.908,19721.26098,17.9,69.5,0,0,0,0,0,0,9.3,2.9,0.1,0.1,,
New Zealand,2014,-2822.138433,1.467927575,119.194321,81.404878,42218.53771,32.3,12.7,0,0.4,0.4,16.3,1.1,0,24.5,9.9,0,2.5,,
Nigeria,2014,626.657931,-2.130276442,53.5122108,52.672,5190.356127,8.9,19.1,24.5,2.1,1.7,43,0.1,0,0,0.6,0,0,,
Pakistan,2014,2095.897149,-2.401279211,30.2607899,66.36,5091.087164,0,0,0,0,0,1.6,0.2,0,0.1,97.9,0,0.1,,
Peru,2014,-634.107723,-0.550656915,97.6459503,75.529,12506.52938,10.1,73.4,10.1,0,0,0.1,0.2,0,0.4,4.3,0.2,1.3,,
Poland,2014,3582.441222,0.842940807,105.353569,77.602439,30064.50348,4.7,92.3,0.2,0.8,0,0,0,0,0,0,0.6,1.4,,
Romania,2014,3170.078109,0.049136128,96.0302277,74.9097561,27141.90093,1.4,3.3,2.9,85.7,0.1,0.2,0,0.1,5.3,0.8,0,0.3,,
Rwanda,2014,-133.879182,-0.313469648,42.2042198,66.884,1975.248661,11.2,55.7,19.8,1.8,0.1,5.2,0.1,0,0,6.1,0,0,,
Slovenia,2014,3184.435629,0.965773404,111.364799,81.0780488,36507.55304,29.2,65,0,1.7,0,1.7,0.1,0.1,1.2,0.4,0.2,0.5,,
Spain,2014,2791.993023,0.243121743,123.358856,83.2292683,39528.92539,23.4,72.3,0.9,0.2,0,0.2,0.1,0.2,0,1.6,0.2,0.9,,
Sweden,2014,4148.843109,1.065414786,136.870285,82.2536585,51947.95425,33.6,1.3,0,0.8,0.1,2.4,0.2,0.1,0,60.5,0.5,0.5,,
Thailand,2014,1095.032208,-0.906386316,85.7204514,75.747,17422.95235,0.4,0.6,0,0,0.1,2.2,0.1,96.1,0,0.3,0,0.2,,
Ukraine,2014,3338.180877,-2.020833492,95.0410995,71.1865854,11860.56055,14.9,6.2,1.8,75,0.4,0.6,0.2,0.3,0.1,0.4,0,0,,
Uzbekistan,2014,2855.046879,-0.273108631,91.3545227,70.671,6840.70986,0.6,0.1,0.3,3,0.1,95.1,0.2,0.1,0,0,0,0.7,,
Argentina,2015,-2650.710693,0.01478538,109.598106,76.068,23290.67574,16.9,69.6,1.2,0.4,0.3,0.2,0.2,0.5,0,9.7,0,0.9,,
Armenia,2015,2764.767831,-0.252332628,88.4213791,74.467,13018.87429,6.5,0.1,0,90,0.1,0.1,0,0.1,0,2.7,0.3,0,,
Belarus,2015,3705.976683,0.110016517,104.471619,73.6243902,19428.00746,13.5,10.5,2,72.9,0.2,0.3,0,0,0,0.1,0.6,0,,
Chile,2015,-2461.585143,0.433439225,101.118477,79.646,25526.70552,23.1,63.8,11.2,0,0.1,0,0.1,0,0,0,1.2,0.5,,
Colombia,2015,315.389892,-1.069146633,98.7378311,76.531,15044.05534,21.4,61.3,0.1,0,0,0.1,0,0.1,15.7,0.9,0,0.3,,
Cyprus,2015,2423.722497,0.550866485,99.4556885,80.35,40559.125,6.6,0.7,0.1,67.5,0,24.6,0,0,0,0.5,0,0,,
Ecuador,2015,-126.355491,-0.143955871,107.169792,76.143,11837.95927,23.5,62.6,0,0,0,0,0,0,11.4,2.4,0,0.1,,
Estonia,2015,4043.073768,0.620919824,108.07283,77.5902439,36249.35815,64.3,2,7.6,23,0,0.2,0,0.1,0,1.2,1.1,0.4,,
Germany,2015,3530.432679,0.699824274,97.2517929,80.6414634,55235.3663,30.7,26.6,0,1.7,0.1,5.6,0.2,0.2,32.6,1,0.1,1.1,,
Hong Kong,2015,1545.353532,1.04629457,100.504272,84.2780488,62513.95527,68.5,3.1,0,0,0,0.1,0.1,11.3,15.7,1.1,0,0.1,,
India,2015,1420.964196,-0.948493361,75.0392609,68.607,6669.622784,0.4,0,0,0,0,11,81.9,0.6,1.6,4.5,0,0,,
Kazakhstan,2015,3313.350537,-0.035000283,107.951218,71.97,26154.60194,21,1,0.6,26.7,0.1,50.3,0.1,0.1,0,0.1,0,0,,
Jordan,2015,2110.376316,-0.605778575,70.3333435,74.078,10252.61882,0,1.4,0.4,1.2,0,96.9,0,0,0,0,0,0.1,,
Korea,2015,2477.635233,0.16101411,99.6125717,82.0243902,43044.29176,41.3,15.7,21,0.1,0.1,0.1,0,20.6,0,0.5,0,0.7,,
Malaysia,2015,290.523396,0.258957565,88.8246613,75.461,28236.20719,1.5,0,0,0,0,63.1,7.6,16.9,7.3,3.6,0,0,,
Mexico,2015,1630.780569,-0.798699081,100.053467,74.904,20096.15665,17.9,69.5,0,0,0,0,0,0,9.3,2.9,0.1,0.1,,
New Zealand,2015,-2822.138433,1.525453329,119.092361,81.4568293,42520.75442,32.3,12.7,0,0.4,0.4,16.3,1.1,0,24.5,9.9,0,2.5,,
Nigeria,2015,626.657931,-1.925442815,43.0058212,53.112,5278.231321,8.9,19.1,24.5,2.1,1.7,43,0.1,0,0,0.6,0,0,,
Pakistan,2015,2095.897149,-2.482707977,32.8369713,66.577,5420.695792,0,0,0,0,0,1.6,0.2,0,0.1,97.9,0,0.1,,
Peru,2015,-634.107723,-0.397571415,96.300087,75.792,13086.79035,10.1,73.4,10.1,0,0,0.1,0.2,0,0.4,4.3,0.2,1.3,,
Poland,2015,3582.441222,0.874852359,104.781631,77.4512195,31953.03503,4.7,92.3,0.2,0.8,0,0,0,0,0,0,0.6,1.4,,
Romania,2015,3170.078109,0.189114437,94.207428,74.9121951,29342.04115,1.4,3.3,2.9,85.7,0.1,0.2,0,0.1,5.3,0.8,0,0.3,,
Rwanda,2015,-133.879182,0.013241149,41.9104881,67.45,2138.649927,11.2,55.7,19.8,1.8,0.1,5.2,0.1,0,0,6.1,0,0,,
Slovenia,2015,3184.435629,0.953392744,110.873062,80.7756098,38961.54435,29.2,65,0,1.7,0,1.7,0.1,0.1,1.2,0.4,0.2,0.5,,
South Africa,2015,-2108.604258,-0.212992936,112.82489,62.649,14207.43285,16.2,14.6,12.8,0.3,0.2,1.4,1.6,0.4,2.3,39.7,10.6,0,,
Spain,2015,2791.993023,0.251491189,123.433479,82.8317073,40696.38768,23.4,72.3,0.9,0.2,0,0.2,0.1,0.2,0,1.6,0.2,0.9,,
Sweden,2015,4148.843109,0.947106421,141.641434,82.204878,53521.63064,33.6,1.3,0,0.8,0.1,2.4,0.2,0.1,0,60.5,0.5,0.5,,
Thailand,2015,1095.032208,-0.99442929,123.606117,76.091,18533.96473,0.4,0.6,0,0,0.1,2.2,0.1,96.1,0,0.3,0,0.2,,
Ukraine,2015,3338.180877,-1.961800098,95.0315323,71.1895122,12631.65723,14.9,6.2,1.8,75,0.4,0.6,0.2,0.3,0.1,0.4,0,0,,
Uzbekistan,2015,2855.046879,-0.373036414,91.4748306,70.928,7252.137355,0.6,0.1,0.3,3,0.1,95.1,0.2,0.1,0,0,0,0.7,,
Argentina,2016,-2650.710693,0.204625502,110.158409,76.221,22997.39176,16.9,69.6,1.2,0.4,0.3,0.2,0.2,0.5,0,9.7,0,0.9,,
Armenia,2016,2764.767831,-0.662263811,88.3332367,74.64,14230.01487,6.5,0.1,0,90,0.1,0.1,0,0.1,0,2.7,0.3,0,,
Belarus,2016,3705.976683,0.142281473,104.637581,73.8268293,20092.88037,13.5,10.5,2,72.9,0.2,0.3,0,0,0,0.1,0.6,0,,
Chile,2016,-2461.585143,0.413110524,102.118462,79.779,25322.71106,23.1,63.8,11.2,0,0.1,0,0.1,0,0,0,1.2,0.5,,
Colombia,2016,315.389892,-0.882459342,98.1256409,76.732,15673.09435,21.4,61.3,0.1,0,0,0.1,0,0.1,15.7,0.9,0,0.3,,
Cyprus,2016,2423.722497,0.604254723,99.4092102,80.513,42338.87891,6.6,0.7,0.1,67.5,0,24.6,0,0,0,0.5,0,0,,
Ecuador,2016,-126.355491,-0.085357964,106.178703,76.365,11850.49495,23.5,62.6,0,0,0,0,0,0,11.4,2.4,0,0.1,,
Estonia,2016,4043.073768,0.673907757,110.783569,77.6414634,37851.30077,64.3,2,7.6,23,0,0.2,0,0.1,0,1.2,1.1,0.4,,
Germany,2016,3530.432679,0.681363404,96.3832321,80.9902439,55652.88749,30.7,26.6,0,1.7,0.1,5.6,0.2,0.2,32.6,1,0.1,1.1,,
Hong Kong,2016,1545.353532,0.750807106,101.367012,84.2268293,62103.41335,68.5,3.1,0,0,0,0.1,0.1,11.3,15.7,1.1,0,0.1,,
India,2016,1420.964196,-0.953839839,74.6852875,68.897,6971.687276,0.4,0,0,0,0,11,81.9,0.6,1.6,4.5,0,0,,
Kazakhstan,2016,3313.350537,0.008457476,112.235878,72.41,27463.97155,21,1,0.6,26.7,0.1,50.3,0.1,0.1,0,0.1,0,0,,
Korea,2016,2477.635233,0.163468957,99.6557999,82.2756098,42998.38824,41.3,15.7,21,0.1,0.1,0.1,0,20.6,0,0.5,0,0.7,,
Malaysia,2016,290.523396,0.136824623,88.6829529,75.649,29620.97866,1.5,0,0,0,0,63.1,7.6,16.9,7.3,3.6,0,0,,
Mexico,2016,1630.780569,-0.629069388,104.093781,74.917,19862.5632,17.9,69.5,0,0,0,0,0,0,9.3,2.9,0.1,0.1,,
Netherlands,2016,3597.151677,0.912267506,134.587891,81.5609756,59004.32497,63.6,17.6,0,0,0.1,2.1,0.3,0.3,0,15.5,0,0.6,,
New Zealand,2016,-2822.138433,1.519183397,118.139168,81.612439,45554.8094,32.3,12.7,0,0.4,0.4,16.3,1.1,0,24.5,9.9,0,2.5,,
Nigeria,2016,626.657931,-1.877709866,44.6719818,53.541,5352.241119,8.9,19.1,24.5,2.1,1.7,43,0.1,0,0,0.6,0,0,,
Pakistan,2016,2095.897149,-2.483173132,34.8973198,66.77,5542.208851,0,0,0,0,0,1.6,0.2,0,0.1,97.9,0,0.1,,
Peru,2016,-634.107723,-0.201726943,97.3866577,76.044,13401.00669,10.1,73.4,10.1,0,0,0.1,0.2,0,0.4,4.3,0.2,1.3,,
Poland,2016,3582.441222,0.507241964,105.67675,77.8512195,33797.76736,4.7,92.3,0.2,0.8,0,0,0,0,0,0,0.6,1.4,,
Romania,2016,3170.078109,0.277196616,92.9453964,75.2097561,31867.26319,1.4,3.3,2.9,85.7,0.1,0.2,0,0.1,5.3,0.8,0,0.3,,
Rwanda,2016,-133.879182,-0.054899283,39.3924484,67.93,2321.526953,11.2,55.7,19.8,1.8,0.1,5.2,0.1,0,0,6.1,0,0,,
Slovenia,2016,3184.435629,0.990436018,111.001793,81.1756098,40670.87787,29.2,65,0,1.7,0,1.7,0.1,0.1,1.2,0.4,0.2,0.5,,
South Africa,2016,-2108.604258,-0.14150399,108.751663,63.153,14288.58989,16.2,14.6,12.8,0.3,0.2,1.4,1.6,0.4,2.3,39.7,10.6,0,,
Spain,2016,2791.993023,0.413188279,124.562622,83.3292683,41695.14695,23.4,72.3,0.9,0.2,0,0.2,0.1,0.2,0,1.6,0.2,0.9,,
Sweden,2016,4148.843109,1.017940879,149.977798,82.3073171,54598.78035,33.6,1.3,0,0.8,0.1,2.4,0.2,0.1,0,60.5,0.5,0.5,,
Thailand,2016,1095.032208,-0.988581419,118.224449,76.403,19216.84294,0.4,0.6,0,0,0.1,2.2,0.1,96.1,0,0.3,0,0.2,,
Uzbekistan,2016,2855.046879,-0.272570699,91.2884521,71.171,7658.27241,0.6,0.1,0.3,3,0.1,95.1,0.2,0.1,0,0,0,0.7,,
Albania,2017,2839.579908,0.378474772,94.7128983,78.333,12770.96429,6,10.5,0.4,5.4,0,77,0,0,0,0.6,0,0.1,,
Argentina,2017,-2650.710693,0.169504255,111.033463,76.372,23597.11775,17.3,69,3.3,0,0.1,0,0.1,0.1,0,9.8,0,0.3,,
Australia,2017,-1743.933462,0.896060824,141.165375,82.5,48398.5497,51.8,18.3,0,2.3,0.9,1.7,1.4,2.6,17.4,1.3,0,2.3,,
Austria,2017,3278.619939,1.046832561,98.3281021,81.6439024,54172.98679,26.7,61.3,4.3,1.7,0,4.6,0,0,0,1.2,0,0.2,,
Bangladesh,2017,1634.264586,-1.256080747,75.2174911,72.052,4894.563365,0,0,0,0,0,90.1,9.1,0.8,0,0,0,0,,
Bolivia,2017,-1124.020626,-0.278028756,89.3130264,70.945,8423.69756,14.8,59.3,10.1,0,0.1,0,0,0,0,12.8,1.4,1.5,,
Brazil,2017,-982.215276,-0.473864615,102.906319,75.456,14524.61354,17,46.1,28.1,0,0.1,0,0,0.1,2.9,3.5,0.8,1.4,,
Bulgaria,2017,2948.637927,0.332049906,96.8239899,74.8146341,21469.94544,25.7,0.8,0.2,58.9,0,13.2,0,0,0,0.3,0,0.9,,
Myanmar,2017,1512.063585,-1.084839106,67.108223,66.558,4224.545031,7.4,0.5,1.8,0,0,3.6,0.8,85.9,0,0,0,0,,
Belarus,2017,3705.976683,-0.053483382,102.694519,74.1292683,18356.10077,34.8,5.2,1.3,58.1,0.2,0,0,0,0,0.4,0,0,,
Canada,2017,3872.995254,1.102062702,114.520638,81.9,48317.17458,44.3,27.8,14.4,2.2,1.8,2.2,0.9,1,1.6,3.8,0,0,,
Chile,2017,-2461.585143,0.417135537,102.028419,79.909,24411.54477,25.7,55.8,7.9,0.1,0.5,0,0.4,0.1,0,4.6,1.1,3.7,,
Colombia,2017,315.389892,-0.772707641,98.4574966,76.925,14171.3205,46.5,39.4,0.5,0,0,0,0,0,13.6,0.1,0,0,,
Croatia,2017,3111.9,0.69203192,101.823532,77.8268293,27154.08469,19,79.4,0.2,0.5,0.2,0.3,0,0,0,0.3,0,0.2,,
Cyprus,2017,2423.722497,0.53786546,99.5304489,80.672,38287.96875,1.5,0.4,0,71.5,0,26.2,0,0,0,0,0.1,0.3,,
Czechia,2017,3437.406948,1.000036478,103.870018,78.9780488,38824.88792,75.9,18.2,1.6,0.6,0.2,0.1,0,0,0,2.2,0.3,0.8,,
Denmark,2017,3882.21048,0.868414879,129.796188,81.102439,55356.68078,18.5,0,78.1,0,0,0.9,0,0.2,0,2.4,0,0,,
Ecuador,2017,-126.355491,-0.074853867,103.646408,76.584,11617.91222,35.4,50.7,0.8,0.1,0,0,0,0,10.7,0.6,0.7,0.9,,
Estonia,2017,4043.073768,0.649775386,118.220169,78.0926829,33821.93291,80.7,0.5,5.9,9.7,0,0.2,0,0,0,2.6,0,0.4,,
Finland,2017,4272.76359,1.080909133,161.511963,81.6317073,47570.13358,26.8,0,70.9,0.7,0,0,0,0,0.3,0.9,0,0.4,,
France,2017,3189.707022,0.27907759,104.159187,82.5756098,44577.06457,58.1,32,0.9,0.5,0.3,5.8,0.1,0.3,0.9,0.9,0,0.2,,
Georgia,2017,2919.763083,-0.370796114,103.958717,73.414,13589.70739,5.7,1.3,0.2,82.4,0,9.5,0,0,0,0.9,0,0,,
Germany,2017,3530.432679,0.587721467,95.2235031,80.9926829,53071.45557,35.8,27.7,26.7,1.3,0,4.4,0,0,2,1.9,0,0.3,,
Greece,2017,2696.120352,-0.073572554,101.369293,81.2878049,28604.86094,3.8,0.5,0.1,91,0.2,2.9,0.2,0,0,0.4,0.1,1,,
Guatemala,2017,1089.059499,-0.650674939,51.4775581,73.81,8322.21681,12.7,48.9,35.3,0.1,0.1,0.1,0.2,0.3,1.3,0.1,0,1,,
Hong Kong,2017,1545.353532,0.829483867,103.665932,84.6804878,59842.213,71.3,4.1,14.5,0.1,0,0.3,0.3,8.5,0.7,0,0,0.2,,
Hungary,2017,3254.212086,0.80656302,103.567238,75.8170732,29501.12042,55.7,32.6,10.3,0.3,0,0,0,0,0.3,0.5,0.1,0.3,,
Iceland,2017,4482.450519,1.34830904,116.899879,82.6609756,55638.49206,18.2,1.6,70.5,0.1,0,0,0,0.4,7,2.2,0,0,,
Indonesia,2017,-54.459975,-0.497903407,88.1519699,71.282,10935.63172,0,3,4.8,0,0.1,89.7,2,0.3,0,0.4,0,0,,
Iran,2017,2237.525652,-0.934016049,84.6544418,76.271,15883.39425,2.1,0,0,0,0,96.6,0,0,0.1,0,0,1.2,,
